key,rgb_path,depth_path,paired,rgb_shape,depth_shape,rgb_mtime,depth_mtime,mtime_delta_sec,note
0108,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0108.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0108.png,1,720x1280x3,720x1280,2026-04-15T19:00:46,2026-04-15T19:00:48,2.000,
0109,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0109.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0109.png,1,720x1280x3,720x1280,2026-04-15T19:00:48,2026-04-15T19:00:48,0.000,
0110,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0110.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0110.png,1,720x1280x3,720x1280,2026-04-15T19:00:54,2026-04-15T19:00:54,0.000,
0111,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0111.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0111.png,1,720x1280x3,720x1280,2026-04-15T19:00:54,2026-04-15T19:00:54,0.000,
0112,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0112.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0112.png,1,720x1280x3,720x1280,2026-04-15T19:00:58,2026-04-15T19:00:58,0.000,
0113,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0113.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0113.png,1,720x1280x3,720x1280,2026-04-15T19:00:58,2026-04-15T19:00:58,0.000,
0114,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0114.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0114.png,1,720x1280x3,720x1280,2026-04-15T19:00:58,2026-04-15T19:00:58,0.000,
0115,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0115.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0115.png,1,720x1280x3,720x1280,2026-04-15T19:01:08,2026-04-15T19:01:08,0.000,
0116,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0116.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0116.png,1,720x1280x3,720x1280,2026-04-15T19:01:08,2026-04-15T19:01:08,0.000,
0117,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0117.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0117.png,1,720x1280x3,720x1280,2026-04-15T19:01:10,2026-04-15T19:01:10,0.000,
0118,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0118.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0118.png,1,720x1280x3,720x1280,2026-04-15T19:01:12,2026-04-15T19:01:12,0.000,
0119,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0119.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0119.png,1,720x1280x3,720x1280,2026-04-15T19:01:18,2026-04-15T19:01:18,0.000,
0120,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0120.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0120.png,1,720x1280x3,720x1280,2026-04-15T19:01:18,2026-04-15T19:01:18,0.000,
0121,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0121.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0121.png,1,720x1280x3,720x1280,2026-04-15T19:01:18,2026-04-15T19:01:18,0.000,
0122,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0122.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0122.png,1,720x1280x3,720x1280,2026-04-15T19:01:20,2026-04-15T19:01:20,0.000,
0123,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0123.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0123.png,1,720x1280x3,720x1280,2026-04-15T19:01:20,2026-04-15T19:01:20,0.000,
0124,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0124.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0124.png,1,720x1280x3,720x1280,2026-04-15T19:01:22,2026-04-15T19:01:22,0.000,
0125,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0125.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0125.png,1,720x1280x3,720x1280,2026-04-15T19:01:22,2026-04-15T19:01:22,0.000,
0126,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0126.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0126.png,1,720x1280x3,720x1280,2026-04-15T19:01:36,2026-04-15T19:01:36,0.000,
0127,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0127.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0127.png,1,720x1280x3,720x1280,2026-04-15T19:01:36,2026-04-15T19:01:36,0.000,
0128,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0128.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0128.png,1,720x1280x3,720x1280,2026-04-15T19:01:38,2026-04-15T19:01:38,0.000,
0129,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0129.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0129.png,1,720x1280x3,720x1280,2026-04-15T19:01:38,2026-04-15T19:01:38,0.000,
0130,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0130.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0130.png,1,720x1280x3,720x1280,2026-04-15T19:01:38,2026-04-15T19:01:38,0.000,
0131,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0131.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0131.png,1,720x1280x3,720x1280,2026-04-15T19:01:40,2026-04-15T19:01:40,0.000,
0132,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0132.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0132.png,1,720x1280x3,720x1280,2026-04-15T19:01:42,2026-04-15T19:01:42,0.000,
0133,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0133.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0133.png,1,720x1280x3,720x1280,2026-04-15T19:01:42,2026-04-15T19:01:42,0.000,
0134,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0134.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0134.png,1,720x1280x3,720x1280,2026-04-15T19:01:44,2026-04-15T19:01:44,0.000,
0135,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0135.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0135.png,1,720x1280x3,720x1280,2026-04-15T19:01:54,2026-04-15T19:01:54,0.000,
0136,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0136.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0136.png,1,720x1280x3,720x1280,2026-04-15T19:01:54,2026-04-15T19:01:54,0.000,
0137,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0137.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0137.png,1,720x1280x3,720x1280,2026-04-15T19:01:54,2026-04-15T19:01:54,0.000,
0138,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0138.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0138.png,1,720x1280x3,720x1280,2026-04-15T19:01:54,2026-04-15T19:01:56,2.000,
0139,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0139.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0139.png,1,720x1280x3,720x1280,2026-04-15T19:01:56,2026-04-15T19:01:56,0.000,
0140,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0140.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0140.png,1,720x1280x3,720x1280,2026-04-15T19:02:06,2026-04-15T19:02:06,0.000,
0141,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0141.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0141.png,1,720x1280x3,720x1280,2026-04-15T19:02:06,2026-04-15T19:02:06,0.000,
0142,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0142.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0142.png,1,720x1280x3,720x1280,2026-04-15T19:02:08,2026-04-15T19:02:08,0.000,
0143,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0143.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0143.png,1,720x1280x3,720x1280,2026-04-15T19:02:08,2026-04-15T19:02:08,0.000,
0144,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0144.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0144.png,1,720x1280x3,720x1280,2026-04-15T19:02:18,2026-04-15T19:02:18,0.000,
0145,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0145.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0145.png,1,720x1280x3,720x1280,2026-04-15T19:02:20,2026-04-15T19:02:20,0.000,
0146,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0146.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0146.png,1,720x1280x3,720x1280,2026-04-15T19:02:20,2026-04-15T19:02:20,0.000,
0147,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0147.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0147.png,1,720x1280x3,720x1280,2026-04-15T19:02:24,2026-04-15T19:02:24,0.000,
0148,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0148.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0148.png,1,720x1280x3,720x1280,2026-04-15T19:02:26,2026-04-15T19:02:26,0.000,
0149,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0149.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0149.png,1,720x1280x3,720x1280,2026-04-15T19:02:26,2026-04-15T19:02:26,0.000,
0150,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0150.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0150.png,1,720x1280x3,720x1280,2026-04-15T19:02:28,2026-04-15T19:02:28,0.000,
0151,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0151.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0151.png,1,720x1280x3,720x1280,2026-04-15T19:02:28,2026-04-15T19:02:28,0.000,
0152,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0152.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0152.png,1,720x1280x3,720x1280,2026-04-15T19:02:28,2026-04-15T19:02:28,0.000,
0153,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0153.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0153.png,1,720x1280x3,720x1280,2026-04-15T19:02:30,2026-04-15T19:02:30,0.000,
0154,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0154.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0154.png,1,720x1280x3,720x1280,2026-04-15T19:02:36,2026-04-15T19:02:36,0.000,
0155,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0155.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0155.png,1,720x1280x3,720x1280,2026-04-15T19:02:38,2026-04-15T19:02:38,0.000,
0156,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0156.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0156.png,1,720x1280x3,720x1280,2026-04-15T19:02:38,2026-04-15T19:02:38,0.000,
0157,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0157.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0157.png,1,720x1280x3,720x1280,2026-04-15T19:03:06,2026-04-15T19:03:06,0.000,
0158,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0158.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0158.png,1,720x1280x3,720x1280,2026-04-15T19:03:06,2026-04-15T19:03:06,0.000,
0159,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0159.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0159.png,1,720x1280x3,720x1280,2026-04-15T19:03:08,2026-04-15T19:03:08,0.000,
0160,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0160.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0160.png,1,720x1280x3,720x1280,2026-04-15T19:03:08,2026-04-15T19:03:08,0.000,
0161,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0161.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0161.png,1,720x1280x3,720x1280,2026-04-15T19:03:18,2026-04-15T19:03:18,0.000,
0162,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0162.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0162.png,1,720x1280x3,720x1280,2026-04-15T19:03:22,2026-04-15T19:03:22,0.000,
0163,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0163.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0163.png,1,720x1280x3,720x1280,2026-04-15T19:03:24,2026-04-15T19:03:24,0.000,
0164,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0164.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0164.png,1,720x1280x3,720x1280,2026-04-15T19:03:34,2026-04-15T19:03:34,0.000,
0165,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0165.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0165.png,1,720x1280x3,720x1280,2026-04-15T19:03:34,2026-04-15T19:03:34,0.000,
0166,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0166.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0166.png,1,720x1280x3,720x1280,2026-04-15T19:03:36,2026-04-15T19:03:36,0.000,
0167,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0167.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0167.png,1,720x1280x3,720x1280,2026-04-15T19:03:36,2026-04-15T19:03:36,0.000,
0168,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0168.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0168.png,1,720x1280x3,720x1280,2026-04-15T19:03:36,2026-04-15T19:03:36,0.000,
0169,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0169.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0169.png,1,720x1280x3,720x1280,2026-04-15T19:03:42,2026-04-15T19:03:42,0.000,
0170,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0170.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0170.png,1,720x1280x3,720x1280,2026-04-15T19:03:42,2026-04-15T19:03:42,0.000,
0171,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0171.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0171.png,1,720x1280x3,720x1280,2026-04-15T19:03:42,2026-04-15T19:03:44,2.000,
0172,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0172.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0172.png,1,720x1280x3,720x1280,2026-04-15T19:03:52,2026-04-15T19:03:52,0.000,
0173,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0173.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0173.png,1,720x1280x3,720x1280,2026-04-15T19:03:52,2026-04-15T19:03:52,0.000,
0174,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0174.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0174.png,1,720x1280x3,720x1280,2026-04-15T19:03:52,2026-04-15T19:03:52,0.000,
0175,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0175.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0175.png,1,720x1280x3,720x1280,2026-04-15T19:03:52,2026-04-15T19:03:52,0.000,
0176,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0176.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0176.png,1,720x1280x3,720x1280,2026-04-15T19:04:00,2026-04-15T19:04:00,0.000,
0177,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0177.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0177.png,1,720x1280x3,720x1280,2026-04-15T19:04:00,2026-04-15T19:04:00,0.000,
0178,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0178.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0178.png,1,720x1280x3,720x1280,2026-04-15T19:04:02,2026-04-15T19:04:02,0.000,
0179,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0179.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0179.png,1,720x1280x3,720x1280,2026-04-15T19:04:02,2026-04-15T19:04:02,0.000,
0180,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0180.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0180.png,1,720x1280x3,720x1280,2026-04-15T19:04:04,2026-04-15T19:04:04,0.000,
0181,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0181.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0181.png,1,720x1280x3,720x1280,2026-04-15T19:04:14,2026-04-15T19:04:14,0.000,
0182,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0182.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0182.png,1,720x1280x3,720x1280,2026-04-15T19:04:14,2026-04-15T19:04:14,0.000,
0183,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0183.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0183.png,1,720x1280x3,720x1280,2026-04-15T19:04:16,2026-04-15T19:04:16,0.000,
0184,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0184.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0184.png,1,720x1280x3,720x1280,2026-04-15T19:04:16,2026-04-15T19:04:16,0.000,
0185,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0185.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0185.png,1,720x1280x3,720x1280,2026-04-15T19:04:24,2026-04-15T19:04:24,0.000,
0186,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0186.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0186.png,1,720x1280x3,720x1280,2026-04-15T19:04:24,2026-04-15T19:04:24,0.000,
0187,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0187.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0187.png,1,720x1280x3,720x1280,2026-04-15T19:04:24,2026-04-15T19:04:24,0.000,
0188,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0188.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0188.png,1,720x1280x3,720x1280,2026-04-15T19:04:24,2026-04-15T19:04:24,0.000,
0189,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0189.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0189.png,1,720x1280x3,720x1280,2026-04-15T19:04:26,2026-04-15T19:04:26,0.000,
0190,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0190.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0190.png,1,720x1280x3,720x1280,2026-04-15T19:04:26,2026-04-15T19:04:26,0.000,
0191,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0191.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0191.png,1,720x1280x3,720x1280,2026-04-15T19:04:30,2026-04-15T19:04:30,0.000,
0192,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0192.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0192.png,1,720x1280x3,720x1280,2026-04-15T19:04:32,2026-04-15T19:04:32,0.000,
0193,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0193.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0193.png,1,720x1280x3,720x1280,2026-04-15T19:04:32,2026-04-15T19:04:32,0.000,
0194,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0194.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0194.png,1,720x1280x3,720x1280,2026-04-15T19:04:32,2026-04-15T19:04:32,0.000,
0195,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0195.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0195.png,1,720x1280x3,720x1280,2026-04-15T19:04:34,2026-04-15T19:04:34,0.000,
0196,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0196.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0196.png,1,720x1280x3,720x1280,2026-04-15T19:04:38,2026-04-15T19:04:38,0.000,
0197,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0197.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0197.png,1,720x1280x3,720x1280,2026-04-15T19:04:42,2026-04-15T19:04:42,0.000,
0198,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0198.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0198.png,1,720x1280x3,720x1280,2026-04-15T19:04:42,2026-04-15T19:04:42,0.000,
0199,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0199.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0199.png,1,720x1280x3,720x1280,2026-04-15T19:04:44,2026-04-15T19:04:44,0.000,
0200,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0200.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0200.png,1,720x1280x3,720x1280,2026-04-15T19:04:44,2026-04-15T19:04:44,0.000,
0201,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0201.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0201.png,1,720x1280x3,720x1280,2026-04-15T19:04:52,2026-04-15T19:04:52,0.000,
0202,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0202.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0202.png,1,720x1280x3,720x1280,2026-04-15T19:04:54,2026-04-15T19:04:54,0.000,
0203,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0203.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0203.png,1,720x1280x3,720x1280,2026-04-15T19:04:56,2026-04-15T19:04:56,0.000,
0204,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0204.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0204.png,1,720x1280x3,720x1280,2026-04-15T19:04:58,2026-04-15T19:04:58,0.000,
0205,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0205.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0205.png,1,720x1280x3,720x1280,2026-04-15T19:05:02,2026-04-15T19:05:02,0.000,
0206,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0206.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0206.png,1,720x1280x3,720x1280,2026-04-15T19:05:04,2026-04-15T19:05:04,0.000,
0207,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0207.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0207.png,1,720x1280x3,720x1280,2026-04-15T19:05:08,2026-04-15T19:05:08,0.000,
0208,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0208.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0208.png,1,720x1280x3,720x1280,2026-04-15T19:05:08,2026-04-15T19:05:08,0.000,
0209,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0209.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0209.png,1,720x1280x3,720x1280,2026-04-15T19:05:10,2026-04-15T19:05:10,0.000,
0210,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0210.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0210.png,1,720x1280x3,720x1280,2026-04-15T19:05:10,2026-04-15T19:05:10,0.000,
